fname,plate,mjd,fiberID,subClass,group
spec-0311-51665-0298.fits,311,51665,298,F5,medium
spec-0484-51907-0544.fits,484,51907,544,F2,medium
spec-0416-51811-0406.fits,416,51811,406,F5,medium
spec-0438-51884-0178.fits,438,51884,178,G2,medium
spec-0352-51694-0560.fits,352,51694,560,F9,medium
spec-0542-51993-0319.fits,542,51993,319,F5,medium
spec-0661-52163-0200.fits,661,52163,200,F5,medium
spec-0377-52145-0158.fits,377,52145,158,G2,medium
spec-0404-51812-0502.fits,404,51812,502,F5,medium
spec-0380-51792-0618.fits,380,51792,618,G2,medium
spec-0338-51694-0268.fits,338,51694,268,F9,medium
spec-0324-51666-0470.fits,324,51666,470,F9,medium
spec-0658-52146-0526.fits,658,52146,526,F5,medium
spec-0310-51990-0126.fits,310,51990,126,F5,medium
spec-0602-52072-0493.fits,602,52072,493,F5,medium
spec-0486-51910-0117.fits,486,51910,117,G2,medium
spec-0300-51666-0051.fits,300,51666,51,F2,medium
spec-0634-52164-0239.fits,634,52164,239,F5,medium
spec-0584-52049-0629.fits,584,52049,629,F5,medium
spec-0284-51662-0469.fits,284,51662,469,F2,medium
spec-0610-52056-0429.fits,610,52056,429,F5,medium
spec-0380-51792-0159.fits,380,51792,159,F5,medium
spec-0306-51690-0236.fits,306,51690,236,F5,medium
spec-0356-51779-0138.fits,356,51779,138,G2,medium
spec-0394-51876-0315.fits,394,51876,315,F5,medium
spec-0310-51990-0591.fits,310,51990,591,G2,medium
spec-0441-51868-0553.fits,441,51868,553,F5,medium
spec-0385-51783-0022.fits,385,51783,22,F9,medium
spec-0549-51981-0508.fits,549,51981,508,F5,medium
spec-0386-51788-0265.fits,386,51788,265,F5,medium
spec-0509-52374-0632.fits,509,52374,632,F5,medium
spec-0699-52202-0318.fits,699,52202,318,G2,medium
spec-0558-52317-0449.fits,558,52317,449,F2,medium
spec-0354-51792-0329.fits,354,51792,329,F9,medium
spec-0595-52023-0339.fits,595,52023,339,F5,medium
spec-0283-51959-0413.fits,283,51959,413,F5,medium
spec-0595-52023-0079.fits,595,52023,79,F5,medium
spec-0417-51821-0340.fits,417,51821,340,F9,medium
spec-0308-51662-0347.fits,308,51662,347,F5,medium
spec-0551-51993-0254.fits,551,51993,254,G0,medium
spec-0338-51694-0435.fits,338,51694,435,F5,medium
spec-0635-52145-0182.fits,635,52145,182,F2,medium
spec-0560-52296-0270.fits,560,52296,270,G0,medium
spec-0599-52317-0329.fits,599,52317,329,F5,medium
spec-0561-52295-0114.fits,561,52295,114,F5,medium
spec-0641-52176-0347.fits,641,52176,347,G0,medium
spec-0411-51914-0419.fits,411,51914,419,F5,medium
spec-0397-51794-0624.fits,397,51794,624,F9,medium
spec-0283-51584-0217.fits,283,51584,217,F5,medium
spec-0577-52367-0460.fits,577,52367,460,F5,medium
spec-0525-52295-0328.fits,525,52295,328,F5,medium
spec-0295-51585-0505.fits,295,51585,505,F5,medium
spec-0615-52347-0139.fits,615,52347,139,G2,medium
spec-0449-51900-0355.fits,449,51900,355,F5,medium
spec-0612-52079-0180.fits,612,52079,180,F5,medium
spec-0302-51688-0203.fits,302,51688,203,F9,medium
spec-0525-52295-0133.fits,525,52295,133,F9,medium
spec-0353-51703-0550.fits,353,51703,550,F9,medium
spec-0423-51821-0229.fits,423,51821,229,F9,medium
spec-0309-51994-0335.fits,309,51994,335,F9,medium
spec-0374-51791-0553.fits,374,51791,553,G0,medium
spec-0611-52055-0266.fits,611,52055,266,F9,medium
spec-0324-51666-0245.fits,324,51666,245,F5,medium
spec-0531-52028-0187.fits,531,52028,187,G0,medium
spec-0304-51609-0401.fits,304,51609,401,F9,medium
spec-0323-51615-0233.fits,323,51615,233,G0,medium
spec-0473-51929-0414.fits,473,51929,414,F5,medium
spec-0324-51666-0088.fits,324,51666,88,G2,medium
spec-0266-51630-0539.fits,266,51630,539,F5,medium
spec-0392-51793-0385.fits,392,51793,385,F2,medium
spec-0419-51812-0447.fits,419,51812,447,F2,medium
spec-0544-52201-0215.fits,544,52201,215,F5,medium
spec-0565-52225-0257.fits,565,52225,257,F5,medium
spec-0496-51988-0290.fits,496,51988,290,F5,medium
spec-0406-51876-0368.fits,406,51876,368,F9,medium
spec-0440-51912-0133.fits,440,51912,133,F9,medium
spec-0597-52059-0476.fits,597,52059,476,F5,medium
spec-0350-51691-0350.fits,350,51691,350,F9,medium
spec-0324-51616-0510.fits,324,51616,510,F9,medium
spec-0364-52000-0620.fits,364,52000,620,F9,medium
spec-0426-51882-0489.fits,426,51882,489,F5,medium
spec-0276-51909-0411.fits,276,51909,411,F5,medium
spec-0585-52027-0080.fits,585,52027,80,F5,medium
spec-0383-51818-0307.fits,383,51818,307,G0,medium
spec-0634-52164-0007.fits,634,52164,7,F9,medium
spec-0591-52022-0639.fits,591,52022,639,F5,medium
spec-0504-52316-0532.fits,504,52316,532,F5,medium
spec-0310-51990-0436.fits,310,51990,436,F5,medium
spec-0357-51813-0148.fits,357,51813,148,F2,medium
spec-0574-52347-0319.fits,574,52347,319,F5,medium
spec-0406-51869-0425.fits,406,51869,425,G2,medium
spec-0608-52081-0529.fits,608,52081,529,F5,medium
spec-0282-51658-0277.fits,282,51658,277,F9,medium
spec-0442-51882-0003.fits,442,51882,3,F2,medium
spec-0300-51666-0323.fits,300,51666,323,F5,medium
spec-0389-51795-0319.fits,389,51795,319,F2,medium
spec-0282-51630-0331.fits,282,51630,331,F5,medium
spec-0338-51694-0085.fits,338,51694,85,G0,medium
spec-0606-52365-0542.fits,606,52365,542,G2,medium
spec-0536-52024-0470.fits,536,52024,470,F5,medium
spec-0383-51818-0532.fits,383,51818,532,G0,medium
spec-0351-51780-0119.fits,351,51780,119,G2,medium
spec-0612-52079-0288.fits,612,52079,288,F2,medium
spec-0285-51930-0288.fits,285,51930,288,G0,medium
spec-0418-51884-0281.fits,418,51884,281,G2,medium
spec-0358-51818-0331.fits,358,51818,331,G2,medium
spec-0406-51900-0159.fits,406,51900,159,G2,medium
spec-0420-51871-0264.fits,420,51871,264,F5,medium
spec-0500-51994-0087.fits,500,51994,87,G0,medium
spec-0635-52145-0220.fits,635,52145,220,G2,medium
spec-0348-51696-0139.fits,348,51696,139,G2,medium
spec-0342-51691-0136.fits,342,51691,136,F2,medium
spec-0346-51693-0193.fits,346,51693,193,G2,medium
spec-0547-52207-0362.fits,547,52207,362,F5,medium
spec-0324-51616-0474.fits,324,51616,474,F5,medium
spec-0634-52164-0303.fits,634,52164,303,F9,medium
spec-0604-52079-0495.fits,604,52079,495,G2,medium
spec-0404-51812-0023.fits,404,51812,23,G2,medium
spec-0358-51818-0345.fits,358,51818,345,F5,medium
spec-0493-51957-0089.fits,493,51957,89,G2,medium
spec-0529-52025-0316.fits,529,52025,316,F9,medium
spec-0311-51665-0491.fits,311,51665,491,F9,medium
spec-0266-51602-0347.fits,266,51602,347,F2,medium
spec-0443-51873-0200.fits,443,51873,200,F5,medium
spec-0458-51929-0543.fits,458,51929,543,F5,medium
spec-0640-52178-0094.fits,640,52178,94,F2,medium
spec-0288-52000-0344.fits,288,52000,344,F5,medium
spec-0284-51662-0505.fits,284,51662,505,F5,medium
spec-0288-52000-0154.fits,288,52000,154,G2,medium
spec-0416-51811-0424.fits,416,51811,424,G2,medium
spec-0266-51602-0494.fits,266,51602,494,F9,medium
spec-0348-51671-0433.fits,348,51671,433,G2,medium
spec-0480-51989-0376.fits,480,51989,376,G2,medium
spec-0540-51996-0275.fits,540,51996,275,F5,medium
spec-0324-51666-0337.fits,324,51666,337,F5,medium
spec-0367-51997-0617.fits,367,51997,617,F2,medium
spec-0304-51609-0043.fits,304,51609,43,F5,medium
spec-0304-51609-0045.fits,304,51609,45,F9,medium
spec-0544-52201-0515.fits,544,52201,515,F2,medium
spec-0616-52442-0228.fits,616,52442,228,F5,medium
spec-0457-51901-0063.fits,457,51901,63,F5,medium
spec-0574-52356-0435.fits,574,52356,435,F5,medium
spec-0471-51924-0200.fits,471,51924,200,G2,medium
spec-0281-51614-0325.fits,281,51614,325,F9,medium
spec-0696-52209-0312.fits,696,52209,312,F9,medium
spec-0406-51876-0116.fits,406,51876,116,F5,medium
spec-0602-52072-0477.fits,602,52072,477,F5,medium
spec-0324-51666-0390.fits,324,51666,390,F5,medium
spec-0366-52017-0297.fits,366,52017,297,F5,medium
spec-0634-52149-0598.fits,634,52149,598,G2,medium
spec-0398-51789-0014.fits,398,51789,14,F9,medium
spec-0496-51988-0028.fits,496,51988,28,F2,medium
spec-0413-51929-0248.fits,413,51929,248,F9,medium
spec-0498-51973-0125.fits,498,51973,125,F5,medium
spec-0464-51908-0159.fits,464,51908,159,F2,medium
spec-0614-53437-0157.fits,614,53437,157,F5,medium
spec-0385-51783-0129.fits,385,51783,129,G2,medium
spec-0324-51666-0363.fits,324,51666,363,F5,medium
spec-0628-52083-0019.fits,628,52083,19,F5,medium
spec-0461-51910-0078.fits,461,51910,78,F2,medium
spec-0425-51884-0071.fits,425,51884,71,G2,medium
spec-0367-51997-0135.fits,367,51997,135,F5,medium
spec-0283-51959-0396.fits,283,51959,396,F5,medium
spec-0578-52339-0633.fits,578,52339,633,F5,medium
spec-0372-52173-0316.fits,372,52173,316,F9,medium
spec-0555-52266-0316.fits,555,52266,316,F5,medium
spec-0635-52145-0357.fits,635,52145,357,F9,medium
spec-0354-51792-0405.fits,354,51792,405,F9,medium
spec-0411-51873-0626.fits,411,51873,626,F9,medium
spec-0569-52264-0034.fits,569,52264,34,F5,medium
spec-0285-51930-0254.fits,285,51930,254,F9,medium
spec-0612-52079-0561.fits,612,52079,561,F5,medium
spec-0535-51999-0448.fits,535,51999,448,F5,medium
spec-0323-51615-0374.fits,323,51615,374,F9,medium
spec-0280-51612-0069.fits,280,51612,69,G2,medium
spec-0383-51818-0046.fits,383,51818,46,F5,medium
spec-0502-51957-0268.fits,502,51957,268,F5,medium
spec-0539-52017-0370.fits,539,52017,370,F5,medium
spec-0608-52081-0536.fits,608,52081,536,F2,medium
spec-0295-51985-0403.fits,295,51985,403,F5,medium
spec-0585-52027-0098.fits,585,52027,98,F5,medium
spec-0534-51997-0419.fits,534,51997,419,F9,medium
spec-0348-51696-0221.fits,348,51696,221,F5,medium
spec-0406-51817-0615.fits,406,51817,615,F5,medium
spec-0540-51996-0489.fits,540,51996,489,F5,medium
spec-0684-52523-0438.fits,684,52523,438,F5,medium
spec-0305-51613-0381.fits,305,51613,381,F9,medium
spec-0301-51641-0540.fits,301,51641,540,F9,medium
spec-0300-51943-0453.fits,300,51943,453,F5,medium
spec-0309-51666-0102.fits,309,51666,102,F2,medium
spec-0351-51780-0531.fits,351,51780,531,F5,medium
spec-0634-52164-0074.fits,634,52164,74,F9,medium
spec-0602-52072-0157.fits,602,52072,157,F5,medium
spec-0324-51666-0595.fits,324,51666,595,F5,medium
spec-0434-51885-0249.fits,434,51885,249,F5,medium
spec-0330-52370-0528.fits,330,52370,528,G2,medium
spec-0304-51609-0434.fits,304,51609,434,F2,medium
spec-0336-51999-0338.fits,336,51999,338,F5,medium
spec-0579-52338-0284.fits,579,52338,284,F5,medium
spec-0364-52000-0573.fits,364,52000,573,F5,medium
spec-0455-51909-0365.fits,455,51909,365,F5,medium
spec-0323-51615-0540.fits,323,51615,540,F9,medium
spec-0306-51637-0625.fits,306,51637,625,F5,medium
spec-0323-51615-0304.fits,323,51615,304,F2,medium
spec-0291-51660-0399.fits,291,51660,399,F2,medium
spec-0485-51909-0150.fits,485,51909,150,F5,medium
spec-0329-52056-0333.fits,329,52056,333,F2,medium
spec-0396-51816-0232.fits,396,51816,232,F5,medium
spec-0441-51868-0153.fits,441,51868,153,F5,medium
spec-0371-52078-0626.fits,371,52078,626,F5,medium
spec-0514-51994-0089.fits,514,51994,89,F5,medium
spec-0340-51691-0353.fits,340,51691,353,G2,medium
spec-0474-52000-0192.fits,474,52000,192,F5,medium
spec-0588-52029-0031.fits,588,52029,31,F5,medium
spec-0678-52884-0078.fits,678,52884,78,F5,medium
spec-0349-51699-0437.fits,349,51699,437,F9,medium
spec-0639-52146-0596.fits,639,52146,596,F5,medium
spec-0583-52055-0251.fits,583,52055,251,F5,medium
spec-0334-51993-0375.fits,334,51993,375,F5,medium
spec-0324-51666-0321.fits,324,51666,321,F9,medium
spec-0337-51997-0168.fits,337,51997,168,F5,medium
spec-0500-51994-0550.fits,500,51994,550,F5,medium
spec-0338-51694-0393.fits,338,51694,393,F5,medium
spec-0424-51893-0112.fits,424,51893,112,F5,medium
spec-0413-51821-0637.fits,413,51821,637,F2,medium
spec-0344-51693-0441.fits,344,51693,441,F9,medium
spec-0367-51997-0398.fits,367,51997,398,F5,medium
spec-0282-51630-0226.fits,282,51630,226,F5,medium
spec-0506-52022-0545.fits,506,52022,545,F9,medium
spec-0545-52202-0586.fits,545,52202,586,F5,medium
spec-0338-51694-0171.fits,338,51694,171,F5,medium
spec-0493-51957-0637.fits,493,51957,637,F5,medium
spec-0298-51662-0208.fits,298,51662,208,G0,medium
spec-0541-51959-0270.fits,541,51959,270,F5,medium
spec-0565-52225-0293.fits,565,52225,293,F5,medium
spec-0421-51821-0025.fits,421,51821,25,F5,medium
spec-0323-51615-0422.fits,323,51615,422,G2,medium
spec-0548-51986-0320.fits,548,51986,320,F9,medium
spec-0517-52024-0021.fits,517,52024,21,F5,medium
spec-0279-51984-0402.fits,279,51984,402,F5,medium
spec-0481-51908-0607.fits,481,51908,607,F2,medium
spec-0296-51665-0627.fits,296,51665,627,G2,medium
spec-0385-51783-0153.fits,385,51783,153,G0,medium
spec-0476-52027-0578.fits,476,52027,578,F9,medium
spec-0541-51959-0570.fits,541,51959,570,F2,medium
spec-0498-51973-0478.fits,498,51973,478,G2,medium
spec-0578-52339-0095.fits,578,52339,95,F2,medium
spec-0620-52375-0232.fits,620,52375,232,F9,medium
spec-0296-51578-0570.fits,296,51578,570,G2,medium
spec-0534-51997-0088.fits,534,51997,88,F9,medium
spec-0495-51988-0377.fits,495,51988,377,G2,medium
spec-0547-51959-0511.fits,547,51959,511,F5,medium
spec-0603-52056-0109.fits,603,52056,109,F5,medium
spec-0484-51907-0548.fits,484,51907,548,F5,medium
spec-0348-51671-0327.fits,348,51671,327,F9,medium
spec-0553-51999-0390.fits,553,51999,390,F5,medium
spec-0537-52027-0234.fits,537,52027,234,F9,medium
spec-0330-52370-0556.fits,330,52370,556,F9,medium
spec-0640-52178-0124.fits,640,52178,124,F2,medium
spec-0548-51986-0412.fits,548,51986,412,F5,medium
spec-0508-52366-0368.fits,508,52366,368,F5,medium
spec-0310-51616-0125.fits,310,51616,125,G2,medium
spec-0409-51871-0335.fits,409,51871,335,F2,medium
spec-0419-51879-0623.fits,419,51879,623,F9,medium
spec-0601-52316-0147.fits,601,52316,147,F5,medium
spec-0284-51943-0492.fits,284,51943,492,G2,medium
spec-0649-52201-0355.fits,649,52201,355,F2,medium
spec-0397-51794-0637.fits,397,51794,637,F5,medium
spec-0279-51608-0119.fits,279,51608,119,F5,medium
spec-0266-51602-0247.fits,266,51602,247,F2,medium
spec-0339-51692-0539.fits,339,51692,539,F9,medium
spec-0633-52079-0243.fits,633,52079,243,F9,medium
spec-0386-51788-0515.fits,386,51788,515,F9,medium
spec-0507-52353-0345.fits,507,52353,345,F5,medium
spec-0697-52226-0035.fits,697,52226,35,F5,medium
spec-0375-52140-0139.fits,375,52140,139,F9,medium
spec-0416-51811-0625.fits,416,51811,625,F9,medium
spec-0475-51965-0177.fits,475,51965,177,G2,medium
spec-0630-52050-0133.fits,630,52050,133,F2,medium
spec-0621-52055-0321.fits,621,52055,321,F5,medium
spec-0547-51959-0576.fits,547,51959,576,G2,medium
spec-0311-51665-0283.fits,311,51665,283,F5,medium
spec-0637-52174-0362.fits,637,52174,362,F5,medium
spec-0612-52079-0264.fits,612,52079,264,G2,medium
spec-0403-51871-0562.fits,403,51871,562,F5,medium
spec-0510-52381-0494.fits,510,52381,494,F5,medium
spec-0683-52524-0082.fits,683,52524,82,F5,medium
spec-0392-51793-0541.fits,392,51793,541,G0,medium
spec-0403-51871-0429.fits,403,51871,429,F9,medium
spec-0291-51660-0263.fits,291,51660,263,F2,medium
spec-0648-52559-0527.fits,648,52559,527,G0,medium
spec-0513-51989-0522.fits,513,51989,522,F2,medium
spec-0561-52295-0309.fits,561,52295,309,F5,medium
spec-0374-51791-0528.fits,374,51791,528,G2,medium
spec-0348-51671-0401.fits,348,51671,401,F9,medium
spec-0473-51929-0015.fits,473,51929,15,F2,medium
spec-0283-51660-0182.fits,283,51660,182,F5,medium
spec-0574-52347-0233.fits,574,52347,233,F9,medium
spec-0311-51665-0277.fits,311,51665,277,F5,medium
spec-0282-51658-0425.fits,282,51658,425,G2,medium
spec-0348-51671-0309.fits,348,51671,309,G2,medium
spec-0528-52022-0119.fits,528,52022,119,F5,medium
spec-0406-52238-0205.fits,406,52238,205,G2,medium
spec-0419-51868-0142.fits,419,51868,142,F2,medium
spec-0324-51666-0026.fits,324,51666,26,G0,medium
spec-0306-51637-0551.fits,306,51637,551,G2,medium
spec-0597-52059-0183.fits,597,52059,183,F9,medium
spec-0326-52375-0328.fits,326,52375,328,F5,medium
spec-0495-51988-0257.fits,495,51988,257,G0,medium
spec-0349-51699-0558.fits,349,51699,558,G2,medium
spec-0324-51666-0414.fits,324,51666,414,F9,medium
spec-0349-51699-0543.fits,349,51699,543,F5,medium
spec-0308-51662-0410.fits,308,51662,410,F9,medium
spec-0302-51616-0371.fits,302,51616,371,F5,medium
spec-0590-52057-0038.fits,590,52057,38,F5,medium
spec-0367-51997-0287.fits,367,51997,287,G0,medium
spec-0362-51999-0343.fits,362,51999,343,G2,medium
spec-0412-52258-0410.fits,412,52258,410,G2,medium
spec-0296-51984-0075.fits,296,51984,75,F9,medium
spec-0422-51878-0404.fits,422,51878,404,G0,medium
spec-0290-51941-0208.fits,290,51941,208,G2,medium
spec-0348-51696-0502.fits,348,51696,502,F9,medium
spec-0437-51876-0338.fits,437,51876,338,F5,medium
spec-0284-51943-0296.fits,284,51943,296,F9,medium
spec-0343-51692-0493.fits,343,51692,493,F2,medium
spec-0397-51794-0494.fits,397,51794,494,F5,medium
spec-0335-52000-0327.fits,335,52000,327,F2,medium
spec-0655-52162-0079.fits,655,52162,79,G2,medium
spec-0268-51633-0266.fits,268,51633,266,F5,medium
spec-0357-51813-0343.fits,357,51813,343,F2,medium
spec-0360-51816-0034.fits,360,51816,34,F9,medium
spec-0498-51973-0293.fits,498,51973,293,F5,medium
spec-0348-51696-0475.fits,348,51696,475,F9,medium
spec-0366-52017-0527.fits,366,52017,527,G2,medium
spec-0410-51816-0077.fits,410,51816,77,F5,medium
spec-0504-52316-0013.fits,504,52316,13,F5,medium
spec-0590-52057-0444.fits,590,52057,444,F5,medium
spec-0362-51999-0488.fits,362,51999,488,F9,medium
spec-0385-51877-0503.fits,385,51877,503,F5,medium
spec-0344-51693-0089.fits,344,51693,89,F9,medium
spec-0510-52381-0094.fits,510,52381,94,F9,medium
spec-0431-51877-0288.fits,431,51877,288,G2,medium
spec-0568-52254-0272.fits,568,52254,272,F5,medium
spec-0412-51936-0136.fits,412,51936,136,F9,medium
spec-0345-51690-0486.fits,345,51690,486,F9,medium
spec-0558-52317-0088.fits,558,52317,88,F5,medium
spec-0283-51660-0431.fits,283,51660,431,F5,medium
spec-0411-51873-0409.fits,411,51873,409,F5,medium
spec-0429-51820-0299.fits,429,51820,299,F5,medium
spec-0547-51959-0248.fits,547,51959,248,F5,medium
spec-0305-51613-0396.fits,305,51613,396,G2,medium
spec-0639-52146-0575.fits,639,52146,575,F2,medium
spec-0298-51662-0274.fits,298,51662,274,F5,medium
spec-0396-51816-0055.fits,396,51816,55,F5,medium
spec-0515-52051-0315.fits,515,52051,315,F5,medium
spec-0283-51584-0308.fits,283,51584,308,F5,medium
spec-0291-51928-0188.fits,291,51928,188,F2,medium
spec-0506-52022-0637.fits,506,52022,637,F5,medium
spec-0305-51613-0421.fits,305,51613,421,G2,medium
spec-0697-52226-0096.fits,697,52226,96,F5,medium
spec-0645-52203-0569.fits,645,52203,569,F5,medium
spec-0638-52081-0397.fits,638,52081,397,F9,medium
spec-0294-51986-0623.fits,294,51986,623,F9,medium
spec-0351-51780-0026.fits,351,51780,26,F9,medium
spec-0324-51666-0373.fits,324,51666,373,F5,medium
spec-0344-51693-0075.fits,344,51693,75,F9,medium
spec-0411-51873-0421.fits,411,51873,421,G2,medium
spec-0636-52176-0399.fits,636,52176,399,F9,medium
spec-0570-52266-0428.fits,570,52266,428,F5,medium
spec-0684-52523-0508.fits,684,52523,508,F5,medium
spec-0426-51882-0635.fits,426,51882,635,G2,medium
spec-0324-51666-0437.fits,324,51666,437,F9,medium
spec-0616-52442-0346.fits,616,52442,346,F5,medium
spec-0440-51912-0161.fits,440,51912,161,F9,medium
spec-0504-52316-0498.fits,504,52316,498,G2,medium
spec-0297-51663-0561.fits,297,51663,561,F5,medium
spec-0555-52266-0301.fits,555,52266,301,F5,medium
spec-0635-52145-0430.fits,635,52145,430,F2,medium
spec-0588-52045-0220.fits,588,52045,220,F5,medium
spec-0460-51924-0254.fits,460,51924,254,F2,medium
spec-0692-52201-0552.fits,692,52201,552,F5,medium
spec-0415-51879-0367.fits,415,51879,367,G0,medium
spec-0483-51924-0063.fits,483,51924,63,G2,medium
spec-0520-52288-0414.fits,520,52288,414,G2,medium
spec-0442-51882-0170.fits,442,51882,170,G2,medium
spec-0349-51699-0623.fits,349,51699,623,F9,medium
spec-0574-52347-0460.fits,574,52347,460,F5,medium
spec-0535-51999-0211.fits,535,51999,211,F5,medium
spec-0603-52056-0179.fits,603,52056,179,F5,medium
spec-0646-52523-0453.fits,646,52523,453,F5,medium
spec-0587-52026-0389.fits,587,52026,389,F5,medium
spec-0281-51614-0469.fits,281,51614,469,F5,medium
spec-0386-51788-0267.fits,386,51788,267,F5,medium
spec-0498-51973-0221.fits,498,51973,221,G2,medium
spec-0374-51791-0413.fits,374,51791,413,F9,medium
spec-0269-51581-0220.fits,269,51581,220,F9,medium
spec-0498-51984-0126.fits,498,51984,126,F5,medium
spec-0487-51943-0341.fits,487,51943,341,F9,medium
spec-0389-51795-0358.fits,389,51795,358,F9,medium
spec-0307-51663-0468.fits,307,51663,468,F5,medium
spec-0345-51690-0567.fits,345,51690,567,F9,medium
spec-0425-51898-0516.fits,425,51898,516,G0,medium
spec-0584-52049-0530.fits,584,52049,530,F9,medium
spec-0469-51913-0472.fits,469,51913,472,F5,medium
spec-0475-51965-0118.fits,475,51965,118,G2,medium
spec-0498-51984-0305.fits,498,51984,305,F5,medium
spec-0275-51910-0117.fits,275,51910,117,F2,medium
spec-0585-52027-0596.fits,585,52027,596,F5,medium
spec-0387-51791-0238.fits,387,51791,238,F5,medium
spec-0412-52250-0439.fits,412,52250,439,F9,medium
spec-0634-52149-0158.fits,634,52149,158,F5,medium
spec-0594-52027-0394.fits,594,52027,394,G2,medium
spec-0634-52164-0493.fits,634,52164,493,F5,medium
spec-0324-51666-0007.fits,324,51666,7,G0,medium
spec-0431-51877-0526.fits,431,51877,526,F9,medium
spec-0455-51909-0341.fits,455,51909,341,F5,medium
spec-0323-51615-0176.fits,323,51615,176,G2,medium
spec-0601-52316-0603.fits,601,52316,603,F5,medium
spec-0404-51877-0528.fits,404,51877,528,F5,medium
spec-0573-52325-0095.fits,573,52325,95,F2,medium
spec-0282-51630-0398.fits,282,51630,398,F9,medium
spec-0277-51908-0315.fits,277,51908,315,F5,medium
spec-0637-52174-0363.fits,637,52174,363,F9,medium
spec-0382-51816-0091.fits,382,51816,91,F5,medium
spec-0497-51989-0105.fits,497,51989,105,F5,medium
spec-0541-51959-0489.fits,541,51959,489,F5,medium
spec-0343-51692-0122.fits,343,51692,122,G2,medium
spec-0539-52017-0418.fits,539,52017,418,F9,medium
spec-0388-51793-0259.fits,388,51793,259,F5,medium
spec-0496-51988-0449.fits,496,51988,449,F5,medium
spec-0503-51999-0340.fits,503,51999,340,F5,medium
spec-0424-51893-0191.fits,424,51893,191,F5,medium
spec-0327-52294-0344.fits,327,52294,344,G2,medium
spec-0497-51989-0551.fits,497,51989,551,F5,medium
spec-0548-51986-0132.fits,548,51986,132,F5,medium
spec-0522-52024-0184.fits,522,52024,184,F9,medium
spec-0662-52178-0043.fits,662,52178,43,G2,medium
spec-0641-52176-0136.fits,641,52176,136,F5,medium
spec-0332-52367-0302.fits,332,52367,302,G2,medium
spec-0287-52023-0383.fits,287,52023,383,G2,medium
spec-0578-52339-0050.fits,578,52339,50,F5,medium
spec-0344-51693-0334.fits,344,51693,334,F9,medium
spec-0399-51817-0601.fits,399,51817,601,F5,medium
spec-0644-52149-0502.fits,644,52149,502,F9,medium
spec-0476-52027-0226.fits,476,52027,226,F5,medium
spec-0506-52022-0339.fits,506,52022,339,F9,medium
spec-0315-51663-0512.fits,315,51663,512,F5,medium
spec-0551-51993-0522.fits,551,51993,522,F5,medium
spec-0656-52148-0330.fits,656,52148,330,F5,medium
spec-0379-51789-0016.fits,379,51789,16,G0,medium
spec-0413-51929-0489.fits,413,51929,489,F9,medium
spec-0589-52055-0109.fits,589,52055,109,G0,medium
spec-0414-51869-0371.fits,414,51869,371,F5,medium
spec-0326-52375-0148.fits,326,52375,148,G0,medium
spec-0279-51608-0423.fits,279,51608,423,F9,medium
spec-0549-51981-0251.fits,549,51981,251,F5,medium
spec-0455-51909-0161.fits,455,51909,161,G2,medium
spec-0463-51908-0638.fits,463,51908,638,F2,medium
spec-0574-52366-0454.fits,574,52366,454,F5,medium
spec-0448-51900-0296.fits,448,51900,296,F5,medium
spec-0634-52164-0455.fits,634,52164,455,F9,medium
spec-0490-51929-0395.fits,490,51929,395,F9,medium
spec-0405-51816-0355.fits,405,51816,355,F9,medium
spec-0634-52164-0500.fits,634,52164,500,F5,medium
spec-0362-51999-0353.fits,362,51999,353,F5,medium
spec-0394-51913-0603.fits,394,51913,603,F5,medium
spec-0371-52078-0504.fits,371,52078,504,F9,medium
spec-0291-51928-0426.fits,291,51928,426,G0,medium
spec-0615-52345-0250.fits,615,52345,250,F5,medium
spec-0275-51910-0079.fits,275,51910,79,F5,medium
spec-0422-51878-0256.fits,422,51878,256,G2,medium
spec-0469-51913-0466.fits,469,51913,466,F5,medium
spec-0275-51910-0325.fits,275,51910,325,F5,medium
spec-0289-51990-0364.fits,289,51990,364,F5,medium
spec-0503-51999-0206.fits,503,51999,206,F5,medium
spec-0636-52176-0568.fits,636,52176,568,G2,medium
spec-0644-52173-0401.fits,644,52173,401,F9,medium
spec-0419-51868-0041.fits,419,51868,41,F5,medium
spec-0633-52079-0260.fits,633,52079,260,F5,medium
spec-0372-52173-0517.fits,372,52173,517,G2,medium
spec-0571-52286-0239.fits,571,52286,239,F9,medium
spec-0437-51876-0477.fits,437,51876,477,G2,medium
spec-0635-52145-0414.fits,635,52145,414,F9,medium
spec-0507-52353-0073.fits,507,52353,73,F2,medium
spec-0420-51871-0509.fits,420,51871,509,F2,medium
spec-0588-52045-0241.fits,588,52045,241,F2,medium
spec-0418-51817-0384.fits,418,51817,384,G2,medium
spec-0435-51882-0564.fits,435,51882,564,F5,medium
spec-0476-52314-0227.fits,476,52314,227,F5,medium
spec-0457-51901-0068.fits,457,51901,68,F5,medium
spec-0323-51615-0368.fits,323,51615,368,F2,medium
spec-0524-52027-0111.fits,524,52027,111,F5,medium
spec-0702-52178-0100.fits,702,52178,100,F5,medium
spec-0324-51666-0525.fits,324,51666,525,K3,cool
spec-0462-51909-0029.fits,462,51909,29,M5,cool
spec-0634-52149-0092.fits,634,52149,92,M0,cool
spec-0384-51821-0088.fits,384,51821,88,M3,cool
spec-0436-51883-0031.fits,436,51883,31,K7,cool
spec-0383-51818-0548.fits,383,51818,548,M2,cool
